Year-Quarter,State,Year,Month,TelehealthType,ServiceCount,RatePer1000Beneficiaries
2021-1,Rhode Island,2021,3,Store and forward, 383 ,1.1
2021-2,Rhode Island,2021,4,Live audio/video," 97,469 ",266.1
2021-2,Rhode Island,2021,4,Store and forward, 335 ,0.9
2021-2,Rhode Island,2021,5,Live audio/video," 88,279 ",240.2
2021-2,Rhode Island,2021,5,Store and forward, 309 ,0.8
2021-2,Rhode Island,2021,6,Live audio/video," 81,836 ",221.6
2021-2,Rhode Island,2021,6,Store and forward, 329 ,0.9
2021-3,Rhode Island,2021,7,Live audio/video," 64,323 ",173.4
2021-3,Rhode Island,2021,7,Store and forward, 263 ,0.7
2021-3,Rhode Island,2021,8,Live audio/video," 62,545 ",167.6
2021-3,Rhode Island,2021,8,Store and forward, 281 ,0.8
2021-3,Rhode Island,2021,9,Live audio/video," 65,971 ",176.3
2021-3,Rhode Island,2021,9,Store and forward, 291 ,0.8
2021-4,Rhode Island,2021,10,Live audio/video," 62,608 ",166.7
2021-4,Rhode Island,2021,10,Store and forward, 209 ,0.6
2021-4,Rhode Island,2021,11,Live audio/video," 62,562 ",165.9
2021-4,Rhode Island,2021,11,Store and forward, 276 ,0.7
2021-4,Rhode Island,2021,12,Live audio/video," 63,948 ",169.7
2021-4,Rhode Island,2021,12,Store and forward, 300 ,0.8
2022-1,Rhode Island,2022,1,Live audio/video," 75,016 ",198.2
2022-1,Rhode Island,2022,1,Store and forward, 349 ,0.9
2022-1,Rhode Island,2022,2,Live audio/video," 62,381 ",164.3
2022-1,Rhode Island,2022,2,Store and forward, 225 ,0.6
2022-1,Rhode Island,2022,3,Live audio/video," 65,349 ",171.5
2022-1,Rhode Island,2022,3,Store and forward, 330 ,0.9
2022-2,Rhode Island,2022,4,Live audio/video," 47,283 ",123.7
2022-2,Rhode Island,2022,4,Store and forward, 182 ,0.5
2022-2,Rhode Island,2022,5,Live audio/video," 45,486 ",118.6
2022-2,Rhode Island,2022,5,Store and forward, 175 ,0.5
2022-2,Rhode Island,2022,6,Live audio/video," 40,404 ",105.3
2022-2,Rhode Island,2022,6,Store and forward, 213 ,0.6
2022-3,Rhode Island,2022,7,Live audio/video," 33,293 ",86.5
2022-3,Rhode Island,2022,8,Live audio/video," 34,560 ",89.4
2022-3,Rhode Island,2022,8,Store and forward, 338 ,0.9
2022-3,Rhode Island,2022,9,Live audio/video," 34,298 ",88.4
2022-3,Rhode Island,2022,9,Store and forward, 431 ,1.1
2022-4,Rhode Island,2022,10,Live audio/video," 33,381 ",85.8
2022-4,Rhode Island,2022,10,Store and forward, 527 ,1.4
2022-4,Rhode Island,2022,11,Live audio/video," 31,930 ",81.7
2022-4,Rhode Island,2022,11,Store and forward, 617 ,1.6
2022-4,Rhode Island,2022,12,Live audio/video," 31,585 ",80.5
2022-4,Rhode Island,2022,12,Store and forward, 426 ,1.1
2018-1,South Carolina,2018,1,Live audio/video," 1,183 ",0.9
2018-1,South Carolina,2018,2,Live audio/video," 1,261 ",1.0
2018-1,South Carolina,2018,3,Live audio/video," 1,397 ",1.1
2018-2,South Carolina,2018,4,Live audio/video," 1,239 ",1.0
2018-2,South Carolina,2018,5,Live audio/video," 1,497 ",1.2
2018-2,South Carolina,2018,6,Live audio/video," 1,224 ",1.0
2018-3,South Carolina,2018,7,Live audio/video," 1,266 ",1.0
2018-3,South Carolina,2018,8,Live audio/video," 1,491 ",1.2
2018-3,South Carolina,2018,9,Live audio/video," 1,302 ",1.0
2018-4,South Carolina,2018,10,Live audio/video," 1,724 ",1.4
2018-4,South Carolina,2018,11,Live audio/video," 1,589 ",1.2
2018-4,South Carolina,2018,12,Live audio/video," 1,505 ",1.2
2019-1,South Carolina,2019,1,Live audio/video," 1,932 ",1.5
2019-1,South Carolina,2019,2,Live audio/video," 1,814 ",1.4
2019-1,South Carolina,2019,3,Live audio/video," 2,029 ",1.6
2019-2,South Carolina,2019,4,Live audio/video," 2,165 ",1.7
2019-2,South Carolina,2019,5,Live audio/video," 2,101 ",1.6
2019-2,South Carolina,2019,6,Live audio/video," 2,105 ",1.6
2019-3,South Carolina,2019,7,Live audio/video," 2,247 ",1.7
2019-3,South Carolina,2019,8,Live audio/video," 2,264 ",1.7
2019-3,South Carolina,2019,9,Live audio/video," 2,165 ",1.7
2019-4,South Carolina,2019,10,Live audio/video," 2,772 ",2.1
2019-4,South Carolina,2019,11,Live audio/video," 2,331 ",1.8
2019-4,South Carolina,2019,12,Live audio/video," 2,254 ",1.8
2020-1,South Carolina,2020,1,Live audio/video," 2,713 ",2.1
2020-1,South Carolina,2020,2,Live audio/video," 2,653 ",2.1
2020-1,South Carolina,2020,3,Live audio/video," 24,770 ",19.4
2020-2,South Carolina,2020,4,Live audio/video," 119,099 ",92.6
2020-2,South Carolina,2020,4,Other telehealth, 682 ,0.5
2020-2,South Carolina,2020,5,Live audio/video," 102,958 ",79.4
2020-2,South Carolina,2020,6,Live audio/video," 85,674 ",65.5
2020-3,South Carolina,2020,7,Live audio/video," 86,251 ",65.3
2020-3,South Carolina,2020,8,Live audio/video," 78,624 ",59.0
2020-3,South Carolina,2020,9,Live audio/video," 75,113 ",55.9
2020-4,South Carolina,2020,10,Live audio/video," 71,406 ",52.7
2020-4,South Carolina,2020,11,Live audio/video," 58,471 ",42.8
2020-4,South Carolina,2020,12,Live audio/video," 63,607 ",46.1
2021-1,South Carolina,2021,1,Live audio/video," 73,577 ",52.9
2021-1,South Carolina,2021,2,Live audio/video," 65,364 ",46.7
2021-1,South Carolina,2021,3,Live audio/video," 65,699 ",46.7
2021-2,South Carolina,2021,4,Live audio/video," 52,122 ",36.8
2021-2,South Carolina,2021,5,Live audio/video," 44,000 ",30.9
2021-2,South Carolina,2021,6,Live audio/video," 40,150 ",28.0
2021-3,South Carolina,2021,7,Live audio/video," 31,330 ",21.7
2021-3,South Carolina,2021,8,Live audio/video," 38,695 ",26.6
2021-3,South Carolina,2021,9,Live audio/video," 41,766 ",28.6
2021-4,South Carolina,2021,10,Live audio/video," 35,971 ",24.6
2021-4,South Carolina,2021,11,Live audio/video," 33,620 ",22.8
2021-4,South Carolina,2021,12,Live audio/video," 32,959 ",22.2
2022-1,South Carolina,2022,1,Live audio/video," 50,585 ",33.8
2022-1,South Carolina,2022,2,Live audio/video," 36,310 ",24.1
2022-1,South Carolina,2022,3,Live audio/video," 35,686 ",23.6
2022-2,South Carolina,2022,4,Live audio/video," 27,704 ",18.2
2022-2,South Carolina,2022,5,Live audio/video," 27,531 ",18.1
2022-2,South Carolina,2022,6,Live audio/video," 28,022 ",18.3
2022-3,South Carolina,2022,7,Live audio/video," 25,523 ",16.6
2022-3,South Carolina,2022,8,Live audio/video," 30,126 ",19.4
2022-3,South Carolina,2022,9,Live audio/video," 26,703 ",17.2
2022-4,South Carolina,2022,10,Live audio/video," 27,164 ",17.4
2022-4,South Carolina,2022,11,Live audio/video," 26,815 ",17.1
2022-4,South Carolina,2022,12,Live audio/video," 24,194 ",15.3
2018-3,South Dakota,2018,8,Live audio/video, 330 ,2.7
2018-3,South Dakota,2018,9,Live audio/video, 272 ,2.2
2018-4,South Dakota,2018,10,Live audio/video, 330 ,2.7
2018-4,South Dakota,2018,11,Live audio/video, 290 ,2.4
2018-4,South Dakota,2018,12,Live audio/video, 227 ,1.9
2019-1,South Dakota,2019,1,Live audio/video, 322 ,2.6
2019-1,South Dakota,2019,2,Live audio/video, 336 ,2.7
2019-1,South Dakota,2019,3,Live audio/video, 369 ,3.0
2019-2,South Dakota,2019,4,Live audio/video, 400 ,3.3
2019-2,South Dakota,2019,5,Live audio/video, 454 ,3.7
2019-2,South Dakota,2019,6,Live audio/video, 347 ,2.8
2019-3,South Dakota,2019,7,Live audio/video, 376 ,3.1
2019-3,South Dakota,2019,8,Live audio/video, 406 ,3.3
2019-3,South Dakota,2019,9,Live audio/video, 438 ,3.6
2019-4,South Dakota,2019,10,Live audio/video, 449 ,3.7
2019-4,South Dakota,2019,11,Live audio/video, 422 ,3.5
2019-4,South Dakota,2019,12,Live audio/video, 407 ,3.4
2020-1,South Dakota,2020,1,Live audio/video, 552 ,4.6
2020-1,South Dakota,2020,2,Live audio/video, 481 ,4.0
2020-1,South Dakota,2020,3,Live audio/video," 2,583 ",21.5
2020-1,South Dakota,2020,3,Other telehealth, 60 ,0.5
2020-2,South Dakota,2020,4,Live audio/video," 13,524 ",111.4
2020-2,South Dakota,2020,4,Other telehealth, 58 ,0.5
2020-2,South Dakota,2020,5,Live audio/video," 11,735 ",95.5
2020-2,South Dakota,2020,6,Live audio/video," 9,997 ",80.1
2020-3,South Dakota,2020,7,Live audio/video," 8,656 ",68.4
2020-3,South Dakota,2020,8,Live audio/video," 7,314 ",57.1
2020-3,South Dakota,2020,9,Live audio/video," 7,453 ",57.4
2020-4,South Dakota,2020,10,Live audio/video," 7,587 ",57.9
2020-4,South Dakota,2020,11,Live audio/video," 7,429 ",56.1
2020-4,South Dakota,2020,12,Live audio/video," 7,742 ",58.0
2021-1,South Dakota,2021,1,Live audio/video," 6,874 ",51.0
2021-1,South Dakota,2021,2,Live audio/video," 6,456 ",47.7
2021-1,South Dakota,2021,3,Live audio/video," 6,549 ",47.9
2021-2,South Dakota,2021,4,Live audio/video," 5,334 ",38.8
2021-2,South Dakota,2021,5,Live audio/video," 4,078 ",29.4
2021-2,South Dakota,2021,6,Live audio/video," 3,619 ",25.9
2021-3,South Dakota,2021,7,Live audio/video," 2,578 ",18.3
2021-3,South Dakota,2021,8,Live audio/video," 2,636 ",18.6
2021-3,South Dakota,2021,9,Live audio/video," 3,443 ",24.1
2021-4,South Dakota,2021,10,Live audio/video," 2,968 ",20.7
2021-4,South Dakota,2021,11,Live audio/video," 3,165 ",21.9
2021-4,South Dakota,2021,12,Live audio/video," 3,205 ",22.0
2022-1,South Dakota,2022,1,Live audio/video," 4,217 ",28.8
2022-1,South Dakota,2022,2,Live audio/video," 3,494 ",23.8
2022-1,South Dakota,2022,3,Live audio/video," 3,797 ",25.7
2022-2,South Dakota,2022,4,Live audio/video," 2,930 ",19.7
2022-2,South Dakota,2022,5,Live audio/video," 2,788 ",18.6
2022-2,South Dakota,2022,6,Live audio/video," 2,670 ",17.7
2022-3,South Dakota,2022,7,Live audio/video," 2,525 ",16.6
2022-3,South Dakota,2022,8,Live audio/video," 3,087 ",20.2
2022-3,South Dakota,2022,9,Live audio/video," 2,847 ",18.5
2022-4,South Dakota,2022,10,Live audio/video," 2,860 ",18.6
2022-4,South Dakota,2022,11,Live audio/video," 3,055 ",19.7
2022-4,South Dakota,2022,12,Live audio/video," 3,518 ",22.6
2018-1,Tennessee,2018,1,Live audio/video," 2,295 ",1.0
2018-1,Tennessee,2018,2,Live audio/video," 2,423 ",1.0
2018-1,Tennessee,2018,3,Live audio/video," 2,459 ",1.1
2018-2,Tennessee,2018,4,Live audio/video," 2,567 ",1.1
2018-2,Tennessee,2018,5,Live audio/video," 2,645 ",1.2
2018-2,Tennessee,2018,6,Live audio/video," 2,425 ",1.1
2018-3,Tennessee,2018,7,Live audio/video," 2,680 ",1.2
2018-3,Tennessee,2018,8,Live audio/video," 3,226 ",1.5
2018-3,Tennessee,2018,9,Live audio/video," 3,046 ",1.4
2018-4,Tennessee,2018,10,Live audio/video," 3,565 ",1.6
2018-4,Tennessee,2018,11,Live audio/video," 3,643 ",1.7
2018-4,Tennessee,2018,12,Live audio/video," 2,940 ",1.6
2021-2,Tennessee,2021,5,Live audio/video," 109,294 ",62.2
2021-2,Tennessee,2021,6,Live audio/video," 103,151 ",58.4
2021-3,Tennessee,2021,7,Live audio/video," 78,437 ",44.2
2021-3,Tennessee,2021,8,Live audio/video," 92,380 ",51.8
2021-3,Tennessee,2021,9,Live audio/video," 99,549 ",55.5
2021-4,Tennessee,2021,10,Live audio/video," 87,193 ",48.4
2021-4,Tennessee,2021,11,Live audio/video," 86,210 ",47.6
2021-4,Tennessee,2021,12,Live audio/video," 86,051 ",47.3
2022-1,Tennessee,2022,1,Live audio/video," 108,387 ",59.3
2022-1,Tennessee,2022,2,Live audio/video," 89,129 ",48.6
2022-1,Tennessee,2022,3,Live audio/video," 90,295 ",49.1
2022-2,Tennessee,2022,4,Live audio/video," 78,323 ",42.5
2022-2,Tennessee,2022,5,Live audio/video," 76,454 ",41.3
2022-2,Tennessee,2022,6,Live audio/video," 78,567 ",42.3
2022-3,Tennessee,2022,7,Live audio/video," 72,337 ",38.8
2022-3,Tennessee,2022,7,Remote patient monitoring, 918 ,0.5
2022-3,Tennessee,2022,8,Live audio/video," 79,995 ",42.7
2022-3,Tennessee,2022,8,Remote patient monitoring, 960 ,0.5
2022-3,Tennessee,2022,9,Live audio/video," 72,519 ",38.5
2022-3,Tennessee,2022,9,Remote patient monitoring, 906 ,0.5
2022-4,Tennessee,2022,10,Live audio/video," 70,996 ",37.6
2022-4,Tennessee,2022,10,Remote patient monitoring, 913 ,0.5
2022-4,Tennessee,2022,11,Live audio/video," 72,005 ",37.9
2022-4,Tennessee,2022,12,Live audio/video," 70,644 ",37.1
2022-4,Tennessee,2022,12,Remote patient monitoring, 913 ,0.5
2018-1,Texas,2018,1,Live audio/video," 11,416 ",2.3
2018-1,Texas,2018,2,Live audio/video," 11,179 ",2.3
2018-1,Texas,2018,3,Live audio/video," 11,671 ",2.4
2018-2,Texas,2018,4,Live audio/video," 11,900 ",2.5
2018-2,Texas,2018,5,Live audio/video," 12,646 ",2.6
2018-2,Texas,2018,6,Live audio/video," 11,874 ",2.5
2018-3,Texas,2018,7,Live audio/video," 11,901 ",2.5
2018-3,Texas,2018,8,Live audio/video," 13,459 ",2.8
2018-3,Texas,2018,9,Live audio/video," 12,250 ",2.6
2018-4,Texas,2018,10,Live audio/video," 14,708 ",3.1
2018-4,Texas,2018,11,Live audio/video," 12,769 ",2.7
2018-4,Texas,2018,12,Live audio/video," 12,599 ",2.7
2019-1,Texas,2019,1,Live audio/video," 15,270 ",3.2
2019-1,Texas,2019,2,Live audio/video," 15,290 ",3.2
2019-1,Texas,2019,3,Live audio/video," 15,161 ",3.2
2019-2,Texas,2019,4,Live audio/video," 16,453 ",3.5
2019-2,Texas,2019,5,Live audio/video," 15,691 ",3.4
2019-2,Texas,2019,6,Live audio/video," 13,913 ",3.0
2019-3,Texas,2019,7,Live audio/video," 14,698 ",3.1
2019-3,Texas,2019,8,Live audio/video," 15,613 ",3.3
2019-3,Texas,2019,9,Live audio/video," 15,486 ",3.3
2019-4,Texas,2019,10,Live audio/video," 18,120 ",3.9
2019-4,Texas,2019,11,Live audio/video," 15,351 ",3.3
2019-4,Texas,2019,12,Live audio/video," 14,725 ",3.2
2020-1,Texas,2020,1,Live audio/video," 18,548 ",4.0
2020-1,Texas,2020,1,Other telehealth," 10,537 ",2.3
2020-1,Texas,2020,2,Live audio/video," 17,616 ",3.6
2020-1,Texas,2020,2,Other telehealth," 11,665 ",2.4
2020-1,Texas,2020,3,Live audio/video," 162,763 ",32.9
2020-1,Texas,2020,3,Other telehealth," 17,633 ",3.6
2020-2,Texas,2020,4,Live audio/video," 688,401 ",135.5
2020-2,Texas,2020,4,Other telehealth," 20,396 ",4.0
2020-2,Texas,2020,4,Store and forward," 4,014 ",0.8
2020-2,Texas,2020,5,Live audio/video," 602,510 ",116.5
2020-2,Texas,2020,5,Other telehealth," 20,250 ",3.9
2020-2,Texas,2020,5,Store and forward," 3,333 ",0.6
2020-2,Texas,2020,6,Live audio/video," 543,725 ",103.5
2020-2,Texas,2020,6,Other telehealth," 19,636 ",3.7
2020-2,Texas,2020,6,Store and forward," 3,313 ",0.6
2020-3,Texas,2020,7,Live audio/video," 627,291 ",117.6
2020-3,Texas,2020,7,Other telehealth," 20,228 ",3.8
2020-3,Texas,2020,7,Store and forward," 3,553 ",0.7
2020-3,Texas,2020,8,Live audio/video," 572,843 ",106.0
2020-3,Texas,2020,8,Other telehealth," 21,458 ",4.0
2020-3,Texas,2020,8,Store and forward," 3,195 ",0.6
2020-3,Texas,2020,9,Live audio/video," 572,280 ",104.6
2020-3,Texas,2020,9,Other telehealth," 20,466 ",3.7
2020-3,Texas,2020,9,Store and forward," 2,853 ",0.5
2020-4,Texas,2020,10,Live audio/video," 563,611 ",101.8
2020-4,Texas,2020,10,Other telehealth," 21,432 ",3.9
2020-4,Texas,2020,10,Store and forward," 2,908 ",0.5
2020-4,Texas,2020,11,Live audio/video," 515,397 ",92.1
2020-4,Texas,2020,11,Other telehealth," 20,428 ",3.6
2020-4,Texas,2020,12,Live audio/video," 553,017 ",97.8
2020-4,Texas,2020,12,Other telehealth," 21,412 ",3.8
2021-1,Texas,2021,1,Live audio/video," 555,173 ",97.3
2021-1,Texas,2021,1,Other telehealth," 21,657 ",3.8
2021-1,Texas,2021,2,Live audio/video," 483,639 ",84.2
2021-1,Texas,2021,2,Other telehealth," 20,799 ",3.6
2021-1,Texas,2021,3,Live audio/video," 522,357 ",90.1
2021-1,Texas,2021,3,Other telehealth," 2,930 ",0.5
2021-1,Texas,2021,3,Remote patient monitoring," 5,274 ",0.9
2021-2,Texas,2021,4,Live audio/video," 463,620 ",79.2
2021-2,Texas,2021,4,Remote patient monitoring," 5,085 ",0.9
2021-2,Texas,2021,5,Live audio/video," 399,553 ",67.7
2021-2,Texas,2021,5,Remote patient monitoring," 5,047 ",0.9
2021-2,Texas,2021,6,Live audio/video," 358,811 ",60.2
2021-2,Texas,2021,6,Remote patient monitoring," 5,144 ",0.9
2021-3,Texas,2021,7,Live audio/video," 320,351 ",53.3
2021-3,Texas,2021,7,Remote patient monitoring," 5,349 ",0.9
2021-3,Texas,2021,8,Live audio/video," 399,014 ",65.8
2021-3,Texas,2021,8,Remote patient monitoring," 5,633 ",0.9
2021-3,Texas,2021,9,Live audio/video," 398,195 ",65.2
2021-3,Texas,2021,9,Remote patient monitoring," 5,311 ",0.9
2021-4,Texas,2021,10,Live audio/video," 336,210 ",54.7
2021-4,Texas,2021,10,Remote patient monitoring," 5,462 ",0.9
2021-4,Texas,2021,11,Live audio/video," 316,658 ",51.4
2021-4,Texas,2021,11,Remote patient monitoring," 5,302 ",0.9
2021-4,Texas,2021,12,Live audio/video," 313,190 ",50.5
2021-4,Texas,2021,12,Remote patient monitoring," 5,382 ",0.9
2022-1,Texas,2022,1,Live audio/video," 457,818 ",73.2
2022-1,Texas,2022,1,Remote patient monitoring," 4,272 ",0.7
2022-1,Texas,2022,2,Live audio/video," 349,265 ",55.5
2022-1,Texas,2022,2,Remote patient monitoring," 3,537 ",0.6
2022-1,Texas,2022,3,Live audio/video," 336,332 ",53.0
2022-1,Texas,2022,3,Remote patient monitoring," 5,024 ",0.8
2022-2,Texas,2022,4,Live audio/video," 283,325 ",44.3
2022-2,Texas,2022,4,Remote patient monitoring," 4,784 ",0.7
2022-2,Texas,2022,5,Live audio/video," 278,267 ",43.3
2022-2,Texas,2022,5,Remote patient monitoring," 5,279 ",0.8
2022-2,Texas,2022,6,Live audio/video," 281,100 ",43.4
2022-2,Texas,2022,6,Remote patient monitoring," 5,129 ",0.8
2022-3,Texas,2022,7,Live audio/video," 264,933 ",40.7
2022-3,Texas,2022,7,Remote patient monitoring," 5,139 ",0.8
2022-3,Texas,2022,8,Live audio/video," 308,435 ",47.0
2022-3,Texas,2022,8,Remote patient monitoring," 5,326 ",0.8
2022-3,Texas,2022,9,Live audio/video," 275,500 ",41.7
2022-3,Texas,2022,9,Remote patient monitoring," 5,219 ",0.8
2022-4,Texas,2022,10,Live audio/video," 264,152 ",39.8
2022-4,Texas,2022,10,Remote patient monitoring," 5,296 ",0.8
2022-4,Texas,2022,11,Live audio/video," 260,805 ",39.1
2022-4,Texas,2022,11,Remote patient monitoring," 5,308 ",0.8
2022-4,Texas,2022,12,Live audio/video," 250,408 ",37.3
2022-4,Texas,2022,12,Remote patient monitoring," 5,266 ",0.8
2019-1,Utah,2019,1,Live audio/video, 184 ,0.6
2019-1,Utah,2019,2,Live audio/video, 185 ,0.6
2019-1,Utah,2019,3,Live audio/video, 139 ,0.5
2019-2,Utah,2019,4,Live audio/video, 186 ,0.6
2019-2,Utah,2019,5,Live audio/video, 198 ,0.6
2019-2,Utah,2019,6,Live audio/video, 185 ,0.6
2019-3,Utah,2019,7,Live audio/video, 166 ,0.5
2019-3,Utah,2019,8,Live audio/video, 190 ,0.6
2019-3,Utah,2019,9,Live audio/video, 231 ,0.7
2019-4,Utah,2019,10,Live audio/video, 318 ,1.0
2019-4,Utah,2019,11,Live audio/video, 262 ,0.8
2019-4,Utah,2019,12,Live audio/video, 269 ,0.9
2020-1,Utah,2020,1,Live audio/video, 341 ,1.1
2020-1,Utah,2020,2,Live audio/video, 393 ,1.2
2020-1,Utah,2020,3,Live audio/video," 16,182 ",50.6
2020-2,Utah,2020,4,Live audio/video," 55,003 ",165.4
2020-2,Utah,2020,5,Live audio/video," 47,575 ",139.2
2020-2,Utah,2020,6,Live audio/video," 42,224 ",119.8
2020-3,Utah,2020,7,Live audio/video," 39,613 ",109.3
2020-3,Utah,2020,8,Live audio/video," 37,256 ",99.9
2020-3,Utah,2020,9,Live audio/video," 37,364 ",97.9
2020-4,Utah,2020,10,Live audio/video," 38,500 ",99.0
2020-4,Utah,2020,11,Live audio/video," 37,864 ",94.9
2020-4,Utah,2020,12,Live audio/video," 39,131 ",95.8
2021-1,Utah,2021,1,Live audio/video," 36,491 ",87.5
2021-1,Utah,2021,2,Live audio/video," 36,511 ",86.2
2021-1,Utah,2021,3,Live audio/video," 39,223 ",91.1
2021-2,Utah,2021,4,Live audio/video," 32,679 ",74.9
2021-2,Utah,2021,5,Live audio/video," 27,387 ",62.0
2021-2,Utah,2021,6,Live audio/video," 24,187 ",54.6
2021-3,Utah,2021,7,Live audio/video," 18,365 ",41.0
2021-3,Utah,2021,8,Live audio/video," 20,175 ",44.4
2021-3,Utah,2021,9,Live audio/video," 21,423 ",46.6
2021-4,Utah,2021,10,Live audio/video," 20,278 ",43.8
2021-4,Utah,2021,11,Live audio/video," 20,918 ",44.6
2021-4,Utah,2021,12,Live audio/video," 20,924 ",44.3
2022-1,Utah,2022,1,Live audio/video," 27,943 ",58.4
2022-1,Utah,2022,2,Live audio/video," 23,991 ",49.8
2022-1,Utah,2022,3,Live audio/video," 23,979 ",49.3
2022-2,Utah,2022,4,Live audio/video," 18,189 ",37.2
2022-2,Utah,2022,5,Live audio/video," 17,731 ",35.9
2022-2,Utah,2022,6,Live audio/video," 13,453 ",27.0
2022-3,Utah,2022,7,Live audio/video," 10,841 ",21.6
2022-3,Utah,2022,8,Live audio/video," 12,202 ",24.1
2022-3,Utah,2022,9,Live audio/video," 11,073 ",21.7
2022-4,Utah,2022,10,Live audio/video," 11,510 ",22.4
2022-4,Utah,2022,11,Live audio/video," 10,474 ",20.2
2022-4,Utah,2022,12,Live audio/video," 6,005 ",11.4
2018-1,Vermont,2018,1,Other telehealth, 173 ,1.0
2018-1,Vermont,2018,2,Other telehealth, 152 ,0.8
2018-1,Vermont,2018,3,Live audio/video, 95 ,0.5
2018-1,Vermont,2018,3,Other telehealth, 113 ,0.6
2018-2,Vermont,2018,4,Other telehealth, 133 ,0.7
2018-2,Vermont,2018,5,Other telehealth, 160 ,0.9
2018-2,Vermont,2018,6,Other telehealth, 106 ,0.6
2018-3,Vermont,2018,7,Live audio/video, 182 ,1.0
2018-3,Vermont,2018,8,Other telehealth, 99 ,0.6
2018-3,Vermont,2018,9,Other telehealth, 97 ,0.6
2018-4,Vermont,2018,10,Other telehealth, 128 ,0.7
2018-4,Vermont,2018,11,Other telehealth, 114 ,0.7
2018-4,Vermont,2018,12,Live audio/video, 84 ,0.5
2018-4,Vermont,2018,12,Other telehealth, 152 ,0.9
2019-1,Vermont,2019,1,Live audio/video, 183 ,1.1
2019-1,Vermont,2019,1,Other telehealth, 143 ,0.8
2019-1,Vermont,2019,2,Live audio/video, 134 ,0.8
2019-1,Vermont,2019,2,Other telehealth, 144 ,0.8
2019-1,Vermont,2019,3,Live audio/video, 139 ,0.8
2019-1,Vermont,2019,3,Other telehealth, 154 ,0.9
2019-2,Vermont,2019,4,Live audio/video, 171 ,1.0
2019-2,Vermont,2019,4,Other telehealth, 162 ,1.0
2019-2,Vermont,2019,5,Live audio/video, 142 ,0.8
2019-2,Vermont,2019,5,Other telehealth, 150 ,0.9
2019-2,Vermont,2019,6,Live audio/video, 198 ,1.2
2019-2,Vermont,2019,6,Other telehealth, 148 ,0.9
2019-3,Vermont,2019,7,Live audio/video, 196 ,1.2
2019-3,Vermont,2019,7,Other telehealth, 141 ,0.8
2019-3,Vermont,2019,8,Live audio/video, 166 ,1.0
2019-3,Vermont,2019,8,Other telehealth, 135 ,0.8
2019-3,Vermont,2019,9,Live audio/video, 198 ,1.2
2019-3,Vermont,2019,9,Other telehealth, 162 ,1.0
2019-4,Vermont,2019,10,Live audio/video, 179 ,1.1
2019-4,Vermont,2019,10,Other telehealth, 174 ,1.1
2019-4,Vermont,2019,11,Live audio/video, 181 ,1.1
2019-4,Vermont,2019,11,Other telehealth, 139 ,0.8
2019-4,Vermont,2019,12,Live audio/video, 129 ,0.8
2019-4,Vermont,2019,12,Other telehealth, 119 ,0.7
2020-1,Vermont,2020,1,Live audio/video, 196 ,1.2
2020-1,Vermont,2020,1,Other telehealth, 171 ,1.0
2020-1,Vermont,2020,2,Live audio/video, 196 ,1.2
2020-1,Vermont,2020,2,Other telehealth, 119 ,0.7
2020-1,Vermont,2020,3,Live audio/video," 3,579 ",21.4
2020-1,Vermont,2020,3,Other telehealth, 709 ,4.2
2020-2,Vermont,2020,4,Live audio/video," 10,551 ",61.9
2020-2,Vermont,2020,4,Other telehealth," 1,052 ",6.2
2020-2,Vermont,2020,5,Live audio/video," 9,182 ",53.3
2020-2,Vermont,2020,5,Other telehealth, 606 ,3.5
2020-2,Vermont,2020,6,Live audio/video," 7,925 ",45.5
2020-2,Vermont,2020,6,Other telehealth, 406 ,2.3
2020-3,Vermont,2020,7,Live audio/video," 6,914 ",39.3
2020-3,Vermont,2020,7,Other telehealth, 350 ,2.0
2020-3,Vermont,2020,8,Live audio/video," 6,437 ",36.2
2020-3,Vermont,2020,8,Other telehealth, 312 ,1.8
2020-3,Vermont,2020,9,Live audio/video," 6,804 ",37.9
2020-3,Vermont,2020,9,Other telehealth, 293 ,1.6
2020-4,Vermont,2020,10,Live audio/video," 6,793 ",37.6
2020-4,Vermont,2020,10,Other telehealth, 394 ,2.2
2020-4,Vermont,2020,11,Live audio/video," 6,514 ",35.7
2020-4,Vermont,2020,11,Other telehealth, 509 ,2.8
2020-4,Vermont,2020,12,Live audio/video," 7,850 ",42.4
2020-4,Vermont,2020,12,Other telehealth, 490 ,2.6
2021-1,Vermont,2021,1,Live audio/video," 7,447 ",39.9
2021-1,Vermont,2021,1,Other telehealth, 434 ,2.3
2021-1,Vermont,2021,2,Live audio/video," 7,027 ",37.5
2021-1,Vermont,2021,2,Other telehealth, 382 ,2.0
2021-1,Vermont,2021,3,Live audio/video," 7,625 ",40.5
2021-1,Vermont,2021,3,Other telehealth, 492 ,2.6
2021-2,Vermont,2021,4,Live audio/video," 6,481 ",34.2
2021-2,Vermont,2021,4,Other telehealth, 375 ,2.0
2021-2,Vermont,2021,5,Live audio/video," 5,754 ",30.2
2021-2,Vermont,2021,5,Other telehealth, 248 ,1.3
2021-2,Vermont,2021,6,Live audio/video," 5,750 ",30.0
2021-2,Vermont,2021,6,Other telehealth, 220 ,1.1
2021-3,Vermont,2021,7,Live audio/video," 4,742 ",24.6
2021-3,Vermont,2021,7,Other telehealth, 159 ,0.8
2021-3,Vermont,2021,8,Live audio/video," 4,760 ",24.5
2021-3,Vermont,2021,8,Other telehealth, 275 ,1.4
2021-3,Vermont,2021,9,Live audio/video," 4,825 ",24.7
